PN,Descrition,Host PN,CAAC,FAA,EASA,CMM,OEM,MRO
69-37313-300,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-301,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-302,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-402,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-404,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-406,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-407,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-408,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-411,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-412,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-413,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-414,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-415,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-416,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-417,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-418,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-419,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-420,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-421,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-422,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-423,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-424,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-425,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-426,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-427,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37313-428,FLIGHT CONTROLS MODULE ASSEMBLY,,I/R/M,,,31-37-04,BOEING,HX
69-37319-143,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-144,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-146,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-148,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-172,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-174,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-175,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-176,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-181,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-182,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-185,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-186,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-187,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-188,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-190,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-191,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-192,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-193,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-194,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-300,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-302,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-303,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-304,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-305,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-306,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-307,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-308,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-309,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-310,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-311,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-312,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-312 MOD A,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-313,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-313 MOD A,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-147,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-149,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-227,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-228,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-229,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-230,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-231,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-232,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-233,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-234,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
69-37319-235,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-07,BOEING,HX
233A3208-2,FLIGHT RECORDER AND MACH AIRSPEED WARNING,,I/R/M,,,31-37-08,BAE,HX
233A3209-1,FLIGHT CONTROL MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-09,BAE,HX
233A3209-2,FLIGHT CONTROL MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-09,BAE,HX
69-37321-66,ELECTRICAL METERSBATTERY AND GALLEY POWER MODULE ASSEMBLY,,I/R/M,,,31-37-15,BAE,HX
69-37321-67,ELECTRICAL METERSBATTERY AND GALLEY POWER MODULE ASSEMBLY,,I/R/M,,,31-37-15,BAE,HX
69-37321-69,ELECTRICAL METERSBATTERY AND GALLEY POWER MODULE ASSEMBLY,,I/R/M,,,31-37-15,BAE,HX
69-37321-71,ELECTRICAL METERSBATTERY AND GALLEY POWER MODULE ASSEMBLY,,I/R/M,,,31-37-15,BAE,HX
69-37321-72,ELECTRICAL METERSBATTERY AND GALLEY POWER MODULE ASSEMBLY,,I/R/M,,,31-37-15,BAE,HX
69-37321-74,ELECTRICAL METERSBATTERY AND GALLEY POWER MODULE ASSEMBLY,,I/R/M,,,31-37-15,BAE,HX
69-37314-45,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-46,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-47,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-48,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-55,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-56,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-57,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-58,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-59,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-60,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-61,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-62,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-63,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-64,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-65,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-66,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-67,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-68,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-71,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-72,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-81,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
69-37314-82,AC SYSTEM GENERATOR AND APU MODULE ASSEMBLY,,I/R/M,I/R/M,,31-37-30,BOEING,HX
233A3204-1,AC System Generator/APU Control Module Assembly,,I/R/M,I/R/M,,31-37-31,BOEING,HX
233A3204-2,AC System Generator/APU Control Module Assembly,,I/R/M,I/R/M,,31-37-31,BOEING,HX
66501-003-1,SYSTEM DATA ANALOG CONVERTER,,I/R/M,,,31-40-01,THALES,HX
66501-004-2,SYSTEM DATA ANALOG CONVERTER,,I/R/M,,,31-40-01,THALES,HX
66501-005-1,SYSTEM DATA ANALOG CONVERTER,,I/R/M,,,31-40-01,THALES,HX
622-6089-101,DISPLAY SELECT PANEL,,I/R/M,,,31-41-75,COLLINS,HX
622-6089-102,DISPLAY SELECT PANEL,,I/R/M,,,31-41-75,COLLINS,HX
S242N701-205,DISPLAY SELECT PANEL,,I/R/M,,,31-41-75,COLLINS,HX
S242N701-206,DISPLAY SELECT PANEL,,I/R/M,,,31-41-75,COLLINS,HX
35.0D5.1003,COCKPIT AMPLIFIER LOUDSPEAKER,,I/R/M,I/R/M,,31-53-22,AIRBUS,HX
35-0D5-1002,COCKPIT AMPLIFIER LOUDSPEAKER,,I/R/M,I/R/M,,31-53-22,AIRBUS,HX
35-0D5-1002Amdt A,COCKPIT AMPLIFIER LOUDSPEAKER,,I/R/M,I/R/M,,31-53-22,AIRBUS,HX
35-0D5-1003,COCKPIT AMPLIFIER LOUDSPEAKER,,I/R/M,I/R/M,,31-53-22,AIRBUS,HX
35-0D5-1003Amdt B,COCKPIT AMPLIFIER LOUDSPEAKER,,I/R/M,I/R/M,,31-53-22,AIRBUS,HX
35-0D5-1003Amdt C,COCKPIT AMPLIFIER LOUDSPEAKER,,I/R/M,I/R/M,,31-53-22,AIRBUS,HX
350E053021212,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-44,AIRBUS,HX
LA2E20100W30000,FLIGHT WARNING COMPUTER,,I/R/M,,I/R/M,31-53-47,AIRBUS,HX
LA2E20101100000,FLIGHT WARNING COMPUTER,,I/R/M,,I/R/M,31-53-47,AIRBUS,HX
LA2E201014W0000,FLIGHT WARNING COMPUTER,,I/R/M,,I/R/M,31-53-47,AIRBUS,HX
LA2E20101K70000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20101K80000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20101K90000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20101W40000,FLIGHT WARNING COMPUTER,,I/R/M,,I/R/M,31-53-47,AIRBUS,HX
LA2E20101W50000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20202T10000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20202T20000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20202T30000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20202T40000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20202T50000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
LA2E20202T60000,FLIGHT WARNING COMPUTER,,I/R/M,I/R/M,I/R/M,31-53-47,AIRBUS,HX
350E5500202,SYSTEM DATA ACQUISITION CONCENTRATOR,,I/R/M,I/R/M,I/R/M,31-55-44,AIRBUS,HX
350E5500204,SYSTEM DATA ACQUISITION CONCENTRATOR,,I/R/M,I/R/M,I/R/M,31-55-44,AIRBUS,HX
350E5500205,SYSTEM DATA ACQUISITION CONCENTRATOR,,I/R/M,I/R/M,I/R/M,31-55-44,AIRBUS,HX
LA2E90606HM0100,ECAM CONTROL PANEL,,I/R/M,,I/R/M,31-56-12,AIRBUS,HX
LA2E90707HM0100,ECAM CONTROL PANEL,,I/R/M,,I/R/M,31-56-12,AIRBUS,HX
LA2E90808HM0100,ECAM CONTROL PANEL,,I/R/M,,I/R/M,31-56-12,AIRBUS,HX
2229346-23,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2229346-30,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2229346-5,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2229346-50,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2229346-61,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2229346-7,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2231550-1,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2231550-2,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2231550-3,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
2231550-4,INTERACTIVE DISPLAY UNIT,,I/R/M,,,31-60-00,TELEDYNE,HX
333MFD1-1,Agile Integrated Standby Indicator System (ISIS),,I/R/M,,,31-60-15,GE,HX
4073870-901,ENGINE INDICATING AND CREW ALERTING SYSTEM DISPLAY SELECT PANEL,,I/R/M,,,31-61-08,HONEYWELL,HX
4073870-902,ENGINE INDICATING AND CREW ALERTING SYSTEM DISPLAY SELECT PANEL,,I/R/M,,,31-61-08,HONEYWELL,HX
S243W001-3900,ENGINE INDICATING AND CREW ALERTING SYSTEM DISPLAY SELECT PANEL,,I/R/M,,,31-61-08,HONEYWELL,HX
S243W001-3901,ENGINE INDICATING AND CREW ALERTING SYSTEM DISPLAY SELECT PANEL,,I/R/M,,,31-61-08,HONEYWELL,HX
35 0L0 1001 04,ECAM CONTROL PANEL,,I/R/M,I/R/M,,31-61-12,AIRBUS,HX
35.0L0.1001.04,ECAM CONTROL PANEL,,I/R/M,I/R/M,,31-61-12,AIRBUS,HX
35-0L0-1001-03,ECAM CONTROL PANEL,,I/R/M,I/R/M,,31-61-12,AIRBUS,HX
35-0L0-1001-04,ECAM CONTROL PANEL,,I/R/M,I/R/M,,31-61-12,AIRBUS,HX
35-0L0-1002-05,ECAM CONTROL PANEL,,I/R/M,I/R/M,,31-61-12,AIRBUS,HX
35-0L0-1003-06,ECAM CONTROL PANEL,,I/R/M,I/R/M,,31-61-12,AIRBUS,HX
4073610-902,DISPLAY UNIT,,I/R/M,,,31-61-26,HONEYWELL,HX
4073610-912,DISPLAY UNIT,,I/R/M,,,31-61-26,HONEYWELL,HX
4082730-901,Electronic Flight Instrument System Control Panel,,I/R/M,,,31-61-28,HONEYWELL,HX
S242A801-2100,Electronic Flight Instrument System Control Panel,,I/R/M,,,31-61-28,Honeywell,HX
1982660109,DISPLAY MANAGEMENT COMPUTER,,I/R/M,I/R/M,I/R/M,31-61-36,THALES,HX
1982660116,DISPLAY MANAGEMENT COMPUTER,,I/R/M,I/R/M,I/R/M,31-61-36,THALES,HX
622-8591-100,DISPLAY SELECT PANEL,,I/R/M,,,31-61-45,COLLINS,HX
S242U801-401,DISPLAY SELECT PANEL,,I/R/M,,,31-61-45,COLLINS,HX
4073610-903,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
4073610-905,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
4073610-906,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
4073610-915,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
4073610-916,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
S243W001-2600,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
S243W001-2601,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
S243W001-2602,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
S243W001-2603,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
S243W001-2620,DISPLAY UNIT,,I/R/M,,,31-61-46,HONEYWELL,HX
4086850-921,DISPLAY UNIT,,I/R/M,,I/R/M,31-61-54,HONEYWELL,HX
4086850-922,DISPLAY UNIT,,I/R/M,,I/R/M,31-61-54,HONEYWELL,HX
4086850-923,DISPLAY UNIT,,I/R/M,,,31-61-54,HONEYWELL,HX
4086850-924,DISPLAY UNIT,,I/R/M,,,31-61-54,HONEYWELL,HX
622-8590-100,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-101,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-102,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-104,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-105,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-106,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-107,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-108,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-109,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-110,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-111,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-112,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-113,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
622-8590-114,DISPLAY CONTROL PANEL,,I/R/M,,I/R/M,31-61-57,COLLINS,HX
3906130302,FCD66 FULL COLOR DISPLAY UNIT,,I/R/M,I/R/M,I/R/M,31-63-22,THALES,HX
3906130402,FCD66 FULL COLOR DISPLAY UNIT,,I/R/M,I/R/M,I/R/M,31-63-22,THALES,HX
3907130402,FCD66 FULL COLOR DISPLAY UNIT,,I/R/M,I/R/M,I/R/M,31-63-22,THALES,HX
C19298AF05,LCDU725 - LCDU725 VIDEO,,I/R/M,I/R/M,I/R/M,31-63-30,THALES,HX
C19366AF05,LCDU725 - LCDU725 VIDEO,,I/R/M,I/R/M,I/R/M,31-63-30,THALES,HX
69-73630-3,3/8 ATR Printed Circuit Assembly,,I/R/M,,,32-30-85,BAE,HX
210TS07,L/G CONTROL LEVER,,I/R/M,,,32-31-13,ZODIAC,HX
210TS07Y01,L/G CONTROL LEVER,,I/R/M,I/R/M,,32-31-13,ZODIAC,HX
215TS07Y00,L/G CONTROL LEVER,,I/R/M,I/R/M,,32-31-13,ZODIAC,HX
664700500A4A,LANDING GEAR CONTROL AND INTERFACE UNIT,,I/R/M,I/R/M,,32-31-39,ULTRA,HX
664700500A4B,LANDING GEAR CONTROL AND INTERFACE UNIT,,I/R/M,I/R/M,,32-31-39,ULTRA,HX
664700500A4C,LANDING GEAR CONTROL AND INTERFACE UNIT,,I/R/M,I/R/M,,32-31-39,ULTRA,HX
664700500A4D,LANDING GEAR CONTROL AND INTERFACE UNIT,,I/R/M,I/R/M,,32-31-39,ULTRA,HX
64882-206-1,TRIPLE PRESSURE INDICATOR,,I/R/M,I,I/R/M,32-44-21,THALES,HX
35-1H5-1001,BRAKE TEMPERATURE MONITORING UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-18,THALES,HX
35-1H5-1002,BRAKE TEMPERATURE MONITORING UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-18,THALES,HX
LA2H60200HM0100,BRAKE TEMPERATURE MONITORING UNIT,,I/R/M,I/R/M,,32-47-20,THALES,HX
LA2H60300HM0100,BRAKE TEMPERATURE MONITORING UNIT,,I/R/M,I/R/M,,32-47-20,THALES,HX
E21327001,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E21327003,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E21327004,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E21327005,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E21327006,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E213270B1,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E21327106,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E21327007,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
E21327107,BRAKING AND STEERING CONTROL UNIT,,I/R/M,I/R/M/O,I/R/M/O,32-47-56,SAFRAN,HX
710TS06Y11,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
710TS06Y12,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
710TS06Y13,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
711TS06Y,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
712TS06Y,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
712TS06Y01,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
715TS06Y11,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
715TS06Y12,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
715TS06Y13,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
716TS06Y,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
717TS06Y,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
717TS06Y01,NOSE WHEEL STEERING CONTROLLER,,I/R/M,,,32-51-11,ZODIAC,HX
965-0118-002,TRUCK STEERING ELECTRONIC CONTROL UNIT,,I/R/M,,,32-53-01,HONEYWELL,HX
D23119550,ELECTRICAL BOX,,I/R/M,I/R/M,,32-57-11,SAFRAN,HX
D23585000,BOX AND ELECTRICAL HARNESS TOWBARLESS,,I/R/M,I/R/M,,32-57-12,SAFRAN,HX
D23585000-100,BOX AND ELECTRICAL HARNESS TOWBARLESS,,I/R/M,I/R/M,,32-57-12,SAFRAN,HX
D23119750,Electrical box,,I/R/M,I/R/M,I/R/M,32-57-17,SAFRAN,HX
D23119750-1,Electrical box,,I/R/M,I/R/M,I/R/M,32-57-17,SAFRAN,HX
D23119751,Electrical box,,I/R/M,I/R/M,I/R/M,32-57-17,SAFRAN,HX
D23119760,Electrical box,,I/R/M,I/R/M,I/R/M,32-57-17,SAFRAN,HX
D23119760-1,Electrical box,,I/R/M,I/R/M,I/R/M,32-57-17,SAFRAN,HX
D23119761,Electrical box,,I/R/M,I/R/M,I/R/M,32-57-17,SAFRAN,HX
D23119770,Electrical box,,I/R/M,I/R/M,I/R/M,32-57-17,SAFRAN,HX
